Issue Type,Issue key,Issue id,Summary,Reporter,Reporter Id,Priority,Status,Created,Updated,Description,Environment,Project key,Project name,Project type,Project lead,Project lead id,Project description,Creator,Creator Id
Bug,T12CCP-190,29545,"Profile preview - Logged in as user, “Edit” button is shown on other profile previews.",Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Critical,Done,22/Jul/24 6:23 PM,27/Sep/24 5:47 PM,"

!usereditbutton.png|width=279,height=398,alt=""usereditbutton.png""!

Logged in as user, “Edit” button is shown on other employees profile previews.

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as user(email: team4_user@email.com, pass: user)
# Click on any user profile
# When user profile preview is open, scroll to the bottom
# Observe how there is an “Edit” button available","Application version 1.0.3

OS: Windows 11 Home 23H2

Browser: Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-186,29541,TRASH**,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,High,Done,22/Jul/24 6:04 PM,10/Aug/24 12:31 AM,trash,Application version 1.0.3,T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-185,29540,"Directory - Under filtering, the “Expertise” tab has duplicates in it",Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Medium,Test failed,22/Jul/24 5:55 PM,27/Sep/24 5:47 PM,"

!expertiseduplicates.png|width=336,height=419,alt=""expertiseduplicates.png""!

Under filtering, the “Expertise” tab has duplicates in it (e.g. “Adobe after Affects” and “Adobe After Affects”, “Adobe photoshop” and “Adobe Photoshop”,“miro” and “Miro”).

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as user(email: [team4_user@email.com|mailto:team4_user@email.com], pass: user)
# Scroll down and click on “Expertise” tab from the Filter list
# Observe the options, some are duplicated(mentioned above)","Application version 1.0.3

OS: Windows 11 Home 23H2

Browser: Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-182,29537,"Directory - There is no ""+"" button to add new employees",Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Critical,Done,22/Jul/24 5:41 PM,27/Sep/24 5:47 PM,"

!noplusbutton.png|width=805,height=469,alt=""noplusbutton.png""!

Logged in as administrator, there is no “+“ button on the Directory page to add new employees.

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as Administrator(email: team4_admin@ebay.com, pass: admin)
# Observe how there is no “+“ button visible on the page","Application version 1.0.3

OS: Windows 11 Home 23H2

Browser: Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-167,29519,Directory - There is no search bar to search other employees,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Critical,Test failed,22/Jul/24 12:05 AM,27/Sep/24 5:47 PM,"

!searchbar.png|width=569,height=365,alt=""searchbar.png""!



There is no search bar to be able to search other employees.

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as user(email: team4_user@email.com, pass: user)
# Observe how there is no Search bar above the “Filter by” section","Application version 1.0.3

OS:

Windows 11 Home 23H2

Browser:

Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-166,29518,Edit Profile - Birthday has wrong date format,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Medium,Test failed,21/Jul/24 11:54 PM,27/Sep/24 5:47 PM,"

!birthdayformat.png|width=227,height=117,alt=""birthdayformat.png""!

The Birthday field has wrong date format MM/DD/YYYY, but should be YYYY-MM-DD instead.

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as user(email: [team4_user@email.com|mailto:team4_user@email.com], pass: user)
# Click on “Profile“ button from the navigation bar
# Scroll the page and observe the Birthday section date format being MM/DD/YYYY","Application version 1.0.3

OS: Windows 11 Home 23H2

Browser: Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-164,29516,"Edit Profile - ""Middle Name"" field is missing",Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Medium,Done,21/Jul/24 11:44 PM,27/Sep/24 5:47 PM,"

!middlename.png|width=305,height=170,alt=""middlename.png""!



“Middle Name“ field does not exist on the page

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as user(email: [team4_user@email.com|mailto:team4_user@email.com], pass: user)
# Click on “Profile“ button from the navigation bar
# Scroll the page and observe how there is no Middle Name field between First Name and Last Name fields","Application version 1.0.3

OS: Windows 11 Home 23H2

Browser: Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-160,29512,Edit Profile - Field typos,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Low,Done,21/Jul/24 11:03 PM,27/Sep/24 5:47 PM,"

!editprofile1.png|width=390,height=264,alt=""editprofile1.png""!



!editprofile3.png|width=227,height=296,alt=""editprofile3.png""!



!editprofile2.png|width=454,height=133,alt=""editprofile2.png""!



Some field titles and descriptions have typos in them:

# “Pfefix“ should be “Prefix“
# “First name” should be “First Name”
# CCS, Adobe photoshop, Adobe after Affects, miro should be CSS, Adobe Photoshop, Adobe After Effects, Miro
# “Outline *resent* projects you have *ben* involved with and any keywords so colleagues can find you“ - should be “Outline *recent* projects you have *been* involved with and any keywords so colleagues can find you“

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Log in as user(email: team4_user@email.com, pass: user)
# Click on “Profile“ button from the navigation bar
# Scroll the page and observe typos in the fields mentioned above","Application version 1.0.3

OS: Windows 11 Home 23H2

Browser: Google Chrome 126.0.6478.183(64-bit)



OS:

Edition Windows 11 Pro
Version 23H2
OS build 22631.3880

Browser:

Mozilla Firefox 128.0 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-153,29505,User Login - User can access all the app pages and information without logging in,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Critical,Test failed,21/Jul/24 8:55 PM,27/Sep/24 5:47 PM,"

!Screen_Recording_20240721_203227_Chrome.mp4|width=1080,height=2112,alt=""Screen_Recording_20240721_203227_Chrome.mp4""!



User has not logged in, though menu is shown and user can navigate and access Home, Directory and Profile pages. 

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link]
# Click on “Home“ button from the navigation bar
# Observe how user is directed to “Home“ page
# Click on “Directory“ button from the navigation bar
# Observe how user is directed to “Directory“ page and can see all the employees details
# Click on “Profile“ button from the navigation bar
# Observe how user is directed to “Profile“ page and can edit the page","Application version 1.0.3

OS: Android 14, One UI 6.1

Browser: Chrome version 126.0.6478.122

Application version: 4.0.3

OS: Windows 10 Pro (22H2) build 19045.4651

Browser: Mozilla Firefox 128.0.3 (64-bit)",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
Bug,T12CCP-150,29502,User Login - Login page is not accessible,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d,Critical,Test failed,21/Jul/24 8:17 PM,27/Sep/24 5:47 PM,"

!Screen_Recording_20240721_200356_Google Play Store.mp4|width=1080,height=2084,alt=""Screen_Recording_20240721_200356_Google Play Store.mp4""!



Instructions page “Installing the Directory app“ is shown instead of a Login page. If clicked on “Log out” button, then Login page shows for 0.3 seconds and then it shows instructions page again. If clicked on “Install Android app” button, user is directed to Google Play store home page, but no app shows up.

*Steps to reproduce:*

# Open app [https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|https://apps.fliplet.com/cerebrum-hub-my-directory-v-1-0-3-l-5-omof-01/login-rcnh|smart-link] 
# Observe that it shows page “Installing the Directory app“
# Refresh the page to observe it still shows “Installing the Directory app“ page
# Click “Log out” button from the navigation bar below
# Observe how “Login page” is visible for a second and then the “Installing the Directory app“ page remains
# Click “Install Android app“ button
# Observe as Google Play store opens, there is no app shown","Application version 1.0.3

OS: Android 14, One UI 6.1

Browser: Chrome version 126.0.6478.122",T12CCP,T12. Company Collaboration Platform,software,Cerebrum Hub,6202bc6d6ba61b006fb5463f,,Birgit Tikk,70121:251cca08-93e7-417a-82c2-0a142984426d
